year_of_loan,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,f0,f1,f2,f3,early_return,early_return_amount_3mon
3,2,2,1,8,10,0,2,8,0,7,2,0,0,2,3,0,0.0,0,7,1,0,8,0,3,0.0,1,3,3,0
3,1,1,0,11,7,2,1,10,0,0,13,0,0,8,1,1,0.0,0,7,0,0,7,0,2,0.0,0,1,0,0
5,6,4,3,10,10,1,2,6,4,4,14,0,1,0,2,0,0.0,0,5,0,0,9,0,2,0.0,1,2,0,0
3,3,2,1,13,10,0,1,10,0,3,9,0,0,3,2,0,0.0,0,7,1,0,9,0,2,0.0,0,2,0,2
3,1,1,3,10,7,1,0,9,0,1,21,0,0,4,1,0,0.0,0,3,0,0,8,0,1,0.0,0,0,0,0
5,6,2,1,2,10,0,2,8,4,7,13,0,0,7,1,1,0.0,0,11,0,0,12,0,1,0.0,0,0,0,0
3,5,0,2,3,6,0,2,7,0,0,14,0,0,11,3,0,0.0,0,2,0,0,4,0,4,0.0,0,2,3,1
3,2,4,4,11,6,0,1,8,0,6,21,0,0,3,2,1,1.0,0,2,1,0,6,0,3,0.0,0,4,0,0
3,0,1,3,0,10,1,2,11,4,7,36,0,0,0,4,0,0.0,0,5,0,0,3,0,5,0.0,1,3,0,0
3,0,1,3,4,9,1,0,9,8,3,7,0,2,7,1,0,0.0,0,7,0,0,3,0,1,0.0,0,0,1,0
3,0,0,4,11,3,0,0,3,5,0,14,0,3,2,1,0,0.0,0,0,1,0,10,0,1,0.0,0,1,0,0
3,1,2,4,0,0,1,1,8,0,6,21,0,1,1,2,0,0.0,0,5,0,0,7,0,1,0.0,0,2,0,0
5,5,3,3,8,10,0,1,7,0,3,32,0,0,2,4,0,0.0,0,9,1,0,4,0,3,0.0,0,3,0,0
5,7,4,0,6,7,0,2,8,0,1,10,0,0,2,2,0,0.0,0,8,0,0,4,0,1,0.0,1,1,5,2
5,6,5,0,7,10,2,2,10,4,2,11,0,0,0,1,0,0.0,0,9,1,0,4,0,1,0.0,1,0,0,0
3,0,3,3,10,6,1,2,6,5,7,13,0,0,2,0,0,0.0,0,7,1,0,4,6,0,0.0,0,1,0,0
3,4,1,3,13,3,0,1,9,4,1,14,0,0,1,2,0,0.0,0,7,1,0,3,0,1,0.0,1,1,3,1
3,2,3,3,0,10,2,1,8,0,6,5,0,0,3,0,0,0.0,0,12,1,0,11,0,1,0.0,0,0,0,0
3,4,5,0,9,9,1,2,10,11,0,13,0,0,6,0,0,0.0,0,10,1,0,3,0,0,0.0,0,1,1,0
5,3,4,3,6,3,2,0,9,0,1,14,0,0,6,1,0,0.0,0,1,0,0,11,0,0,0.0,0,1,2,1
3,0,0,3,0,3,1,0,10,4,0,19,0,0,4,0,0,0.0,0,3,1,0,9,0,0,0.0,3,0,1,1
3,2,3,1,7,10,0,2,6,0,0,14,0,0,4,2,0,0.0,0,8,1,0,8,0,2,0.0,1,1,2,1
3,3,1,3,10,10,0,2,8,0,1,10,0,0,3,2,0,0.0,0,2,0,0,9,0,1,0.0,0,3,1,1
3,9,1,2,4,7,0,1,9,4,2,2,0,0,4,3,0,0.0,0,5,0,0,7,0,1,0.0,0,3,0,0
3,1,0,0,10,2,0,2,11,0,2,32,0,0,9,2,0,0.0,0,1,1,0,2,0,2,0.0,3,3,2,0
5,2,2,3,9,6,2,1,8,0,3,7,0,0,2,3,0,0.0,0,4,0,0,4,0,2,0.0,0,2,1,4
3,1,2,0,2,3,1,1,7,0,1,36,0,0,0,5,1,1.0,0,2,0,0,5,5,4,0.0,1,7,0,0
3,8,3,5,4,10,0,2,9,1,0,30,0,0,0,2,0,0.0,1,7,1,0,7,0,1,0.0,2,1,0,0
3,0,1,3,0,10,1,1,11,0,2,3,0,0,0,2,0,0.0,0,9,1,0,1,0,2,0.0,1,1,3,0
3,2,2,1,12,9,1,1,10,0,0,2,0,0,9,1,0,0.0,0,11,1,0,8,0,1,0.0,1,0,3,0
3,1,0,3,12,7,0,2,10,5,4,16,0,0,11,1,0,0.0,0,1,0,0,12,0,0,0.0,0,1,0,0
3,5,1,3,3,10,0,0,9,0,1,12,0,1,6,3,0,0.0,0,4,0,0,4,0,3,0.0,0,2,3,0
5,4,3,3,6,10,0,1,7,1,3,7,0,0,5,3,0,0.0,0,7,1,0,10,0,1,0.0,3,1,0,0
3,0,0,1,3,1,1,1,10,5,7,36,0,0,3,1,0,0.0,0,2,0,0,9,0,1,0.0,1,1,3,0
3,7,3,3,4,0,1,2,7,4,10,13,0,0,7,2,0,0.0,0,8,1,0,5,0,3,0.0,0,1,3,2
5,4,5,3,2,10,0,2,9,0,5,7,0,0,6,2,0,0.0,0,6,0,0,8,0,3,0.0,0,1,4,0
5,2,3,1,10,9,0,1,7,0,4,14,0,0,7,1,0,0.0,0,8,0,0,1,0,2,0.0,0,2,3,0
3,3,0,3,0,10,0,0,9,0,11,38,0,1,5,2,0,0.0,0,2,1,0,6,0,1,0.0,1,2,2,0
3,6,1,1,2,0,0,2,8,2,1,0,0,0,2,1,0,0.0,0,7,1,0,6,0,0,0.0,1,0,0,0
3,0,0,3,4,2,1,0,11,9,2,4,0,0,3,0,0,0.0,0,5,0,0,1,0,1,0.0,1,0,3,1
3,7,1,0,0,10,0,2,6,4,5,0,0,0,4,3,0,0.0,0,6,1,0,7,1,3,0.0,0,2,1,3
5,5,4,3,10,0,0,1,8,0,5,0,0,0,5,2,0,0.0,0,6,0,0,1,0,2,0.0,0,0,5,0
5,3,2,1,4,4,0,1,8,4,6,19,0,0,3,2,0,0.0,0,8,1,0,11,0,3,0.0,1,3,0,0
3,2,0,1,0,10,1,0,9,0,0,13,0,0,1,0,0,0.0,0,4,1,0,3,0,0,0.0,0,1,2,2
3,4,2,4,10,8,1,0,8,0,0,23,0,0,3,1,0,0.0,0,9,1,0,6,0,1,0.0,0,1,0,0
3,3,2,1,0,0,1,1,11,4,5,14,0,0,6,3,0,0.0,0,5,1,0,2,0,3,0.0,0,1,0,0
3,1,2,4,0,6,1,1,10,0,2,38,0,0,6,1,0,0.0,0,2,1,0,5,0,0,0.0,1,0,0,0
5,3,1,4,2,2,0,1,4,0,12,42,0,0,4,2,0,0.0,0,4,1,0,4,0,1,0.0,0,1,0,0
3,9,5,3,9,10,0,1,11,0,7,20,0,0,0,2,1,1.0,0,4,1,0,12,0,1,0.0,0,2,1,1
3,2,0,3,4,0,0,0,11,0,2,5,0,0,4,2,0,0.0,0,2,0,0,2,0,3,0.0,0,2,0,1
3,2,1,3,12,8,1,0,9,4,1,14,0,0,5,0,0,0.0,0,8,0,0,3,0,1,0.0,0,1,0,0
3,1,4,1,10,1,0,0,7,0,6,45,0,0,0,2,0,0.0,0,8,1,0,10,0,2,0.0,0,1,2,1
5,4,4,0,3,10,0,0,10,4,1,22,0,0,1,2,0,0.0,0,5,0,0,12,0,1,0.0,0,1,2,1
3,2,1,3,4,2,1,0,7,4,2,2,0,4,3,5,0,0.0,0,4,1,0,5,0,7,0.0,1,5,1,0
5,1,2,3,4,10,0,0,10,2,9,11,0,15,3,5,0,0.0,0,1,0,0,9,0,1,0.0,3,1,3,1
3,10,3,4,5,10,1,1,10,4,1,21,0,0,5,2,0,0.0,0,4,1,0,6,0,1,0.0,0,1,3,1
3,2,2,4,0,1,1,1,9,0,2,26,0,0,3,2,0,0.0,0,3,0,0,9,0,1,0.0,0,0,1,0
3,4,0,3,4,8,0,0,9,0,3,7,0,0,10,4,0,0.0,0,1,0,0,12,0,1,0.0,1,3,0,0
3,1,3,3,10,10,1,2,8,1,6,8,0,0,4,1,1,1.0,0,0,1,0,2,0,0,0.0,1,0,3,0
5,1,3,3,9,7,0,2,6,4,1,2,0,0,4,2,1,1.0,0,8,1,0,11,6,1,0.0,0,1,0,0
5,3,4,3,0,10,1,2,9,0,1,23,0,0,6,3,1,1.0,0,6,0,0,5,0,3,0.0,1,1,1,3
3,2,1,4,3,7,2,2,6,0,0,13,0,0,3,2,0,0.0,0,8,1,0,5,0,3,0.0,0,2,1,0
3,3,0,3,0,0,0,0,8,2,0,14,0,0,6,2,0,0.0,0,7,0,0,11,0,2,0.0,0,2,0,0
3,1,0,1,4,10,1,0,11,3,3,12,0,0,8,4,0,0.0,0,2,1,0,3,0,0,0.0,3,0,3,0
3,4,2,1,6,3,0,0,8,0,0,3,0,1,4,1,2,0.0,0,4,1,0,3,0,1,0.0,0,1,2,0
5,3,5,1,4,9,0,1,9,0,4,18,0,0,1,4,1,1.0,0,5,1,0,7,0,4,0.0,1,2,0,0
3,0,1,3,4,2,1,0,12,0,1,15,0,0,2,4,0,0.0,0,0,0,0,1,0,1,0.0,2,1,1,0
3,1,2,4,0,2,0,1,11,2,0,14,0,0,0,4,0,0.0,0,5,0,0,2,0,3,0.0,4,2,2,0
5,2,2,3,9,10,1,0,10,4,2,8,0,0,4,1,1,1.0,0,6,0,0,7,0,1,0.0,0,1,0,0
3,3,1,3,2,10,1,2,9,0,0,15,0,0,6,1,0,0.0,0,6,1,0,7,0,1,0.0,0,0,0,0
3,6,1,3,11,10,0,1,8,4,1,0,0,0,5,1,0,0.0,0,5,1,0,7,0,1,0.0,0,1,3,5
3,6,2,5,10,4,2,1,10,0,4,21,0,0,4,1,0,0.0,0,4,0,0,5,0,1,0.0,0,1,0,0
3,0,2,3,3,7,2,0,7,0,3,13,0,0,2,2,0,0.0,0,4,1,0,5,0,3,0.0,0,2,2,0
3,1,1,0,0,10,1,2,8,7,6,13,0,0,4,2,0,0.0,0,4,0,0,3,0,1,0.0,0,1,3,0
5,2,2,3,9,2,1,2,9,4,1,0,0,0,7,2,0,0.0,0,6,0,0,8,0,2,0.0,1,0,5,0
5,2,1,1,4,5,2,1,9,2,3,22,0,0,0,2,0,0.0,0,10,0,0,9,0,0,0.0,3,1,4,0
3,2,2,5,3,10,2,1,8,4,0,13,0,1,6,3,1,1.0,0,9,1,0,3,0,5,0.0,0,2,2,0
5,6,3,4,0,6,0,2,9,0,7,29,0,0,3,1,0,0.0,0,9,0,0,5,0,2,0.0,1,1,3,0
3,2,0,4,2,5,0,0,11,8,2,11,0,0,5,2,0,0.0,0,1,0,0,3,0,2,0.0,0,2,0,0
3,2,1,2,4,7,1,0,9,0,8,0,0,0,7,1,0,0.0,0,3,0,0,12,0,1,0.0,0,0,3,0
3,5,2,1,0,8,0,2,7,1,2,17,0,0,5,4,1,0.0,0,6,1,0,1,0,4,0.0,0,3,3,0
3,4,4,1,10,1,1,1,9,0,0,12,0,0,0,5,0,0.0,0,1,1,0,5,0,3,0.0,0,3,2,0
3,2,1,4,6,10,0,2,9,0,6,21,0,0,4,1,1,1.0,0,7,0,0,11,0,1,0.0,0,2,0,0
3,1,0,1,11,4,0,0,8,2,8,11,0,0,2,1,0,0.0,0,2,1,0,1,0,1,0.0,0,2,3,0
3,6,1,3,9,3,0,1,6,4,0,9,0,0,7,2,0,0.0,0,4,1,0,8,0,3,0.0,1,3,0,0
3,1,1,0,4,10,0,0,9,0,2,38,0,0,3,3,1,1.0,0,5,0,0,9,0,5,0.0,0,3,2,0
3,2,1,3,2,5,2,1,10,0,0,13,0,0,2,2,0,0.0,0,7,0,0,1,0,3,0.0,0,1,0,0
3,2,1,5,10,1,0,0,8,9,3,8,0,0,7,1,0,0.0,0,8,1,0,4,0,1,0.0,0,0,3,0
3,2,3,1,2,10,1,0,7,0,3,8,0,0,7,4,1,1.0,0,8,1,0,7,0,7,0.0,0,3,0,0
3,3,3,0,10,1,2,1,9,0,6,0,0,0,6,1,0,0.0,0,4,1,0,8,0,0,0.0,2,0,0,0
3,3,1,2,0,10,0,1,5,0,8,8,0,0,6,3,0,0.0,0,3,1,0,11,0,1,0.0,0,1,3,1
3,3,2,0,7,2,2,1,9,0,1,21,0,0,4,2,0,0.0,0,1,0,0,2,0,2,0.0,0,3,0,0
3,3,3,2,8,10,1,1,8,0,0,21,0,0,2,1,1,0.0,0,7,0,0,5,0,1,0.0,0,2,1,1
3,1,0,0,12,1,1,0,9,4,3,8,0,1,3,3,0,0.0,0,4,0,0,8,0,1,0.0,2,1,3,0
5,2,3,3,9,10,1,1,9,0,10,19,0,0,3,1,1,1.0,0,6,0,0,6,0,1,0.0,1,1,1,0
3,1,2,2,0,10,1,1,8,9,1,2,0,0,7,1,0,0.0,0,2,1,0,10,0,2,0.0,2,1,1,0
3,3,4,3,10,7,1,1,7,7,6,36,0,0,7,0,0,0.0,0,9,1,0,5,0,1,0.0,0,0,0,0
3,1,1,3,6,10,1,0,10,0,6,8,0,0,9,1,0,0.0,0,3,0,0,7,0,1,0.0,0,2,2,1
3,1,1,3,4,10,0,1,11,4,6,14,0,2,4,2,0,0.0,0,5,0,0,1,0,3,0.0,0,2,3,0
3,2,2,3,10,10,1,2,7,2,2,13,0,0,2,1,1,1.0,0,6,1,0,1,0,2,0.0,0,1,3,2
3,4,1,3,9,10,0,0,9,0,0,15,0,0,0,2,0,0.0,0,6,0,0,9,0,2,0.0,0,1,0,5
3,3,1,0,10,10,1,0,9,4,10,45,0,0,4,2,1,1.0,0,7,1,0,4,0,3,0.0,1,1,0,0
3,5,1,1,9,6,0,2,6,0,7,24,0,0,1,2,0,0.0,0,8,1,0,3,0,2,0.0,2,1,0,0
5,3,3,3,9,6,1,2,6,0,7,27,0,0,2,1,0,0.0,0,9,1,0,10,0,1,0.0,0,0,0,0
3,2,0,3,8,10,0,0,8,0,4,0,0,0,7,1,0,0.0,0,8,1,0,11,0,1,0.0,1,0,1,2
5,2,2,0,2,10,0,0,9,0,5,0,0,0,4,1,0,0.0,0,10,0,0,7,0,1,0.0,0,1,2,0
3,8,2,1,0,4,0,2,11,2,1,6,0,0,2,2,1,1.0,0,4,1,0,5,0,2,0.0,1,1,0,0
5,2,3,3,4,4,0,2,9,0,11,13,0,0,1,1,1,1.0,0,3,0,0,10,0,1,0.0,1,1,0,0
3,3,3,3,11,10,0,1,8,0,5,37,0,0,5,1,0,0.0,0,8,1,0,5,0,1,0.0,0,0,0,0
3,3,1,3,9,2,1,2,2,0,7,30,0,0,8,2,0,0.0,0,4,1,0,9,0,1,0.0,0,1,0,0
5,2,2,4,2,10,0,1,8,0,7,36,0,0,1,2,1,1.0,0,7,0,0,12,0,2,0.0,0,3,5,1
3,7,0,4,8,10,2,1,10,0,1,32,0,0,5,3,0,0.0,0,5,1,0,11,0,3,0.0,0,1,0,0
5,4,4,3,8,7,0,0,8,0,10,15,0,0,6,2,1,1.0,0,8,0,0,10,0,1,0.0,3,0,4,1
3,6,0,3,0,6,1,1,8,0,1,30,0,0,3,3,0,0.0,0,4,0,0,7,0,1,0.0,1,2,2,5
3,2,2,1,2,3,0,2,6,0,8,19,0,0,4,2,4,4.0,0,6,1,0,11,7,1,0.0,1,1,3,0
3,1,2,4,0,10,0,2,8,0,5,8,0,0,5,2,0,0.0,0,9,1,0,6,0,3,0.0,0,3,0,0
3,2,1,1,7,10,2,2,5,4,4,13,0,0,6,2,0,0.0,0,8,1,0,10,0,3,0.0,0,2,3,0
3,1,0,1,11,10,0,0,6,0,3,36,0,0,8,2,0,0.0,0,1,1,0,6,0,1,0.0,0,1,3,1
3,2,1,3,3,1,2,1,11,0,3,21,0,0,4,3,0,0.0,0,3,0,0,10,0,4,0.0,0,2,3,3
5,4,3,0,0,10,0,1,8,4,7,27,0,0,1,1,0,0.0,0,10,1,0,5,0,1,0.0,0,1,0,0
3,8,1,2,10,0,0,1,6,0,4,14,0,0,10,1,0,0.0,0,3,1,0,9,0,0,0.0,1,2,0,0
3,3,1,3,7,1,1,2,9,0,6,21,0,0,6,0,0,0.0,0,4,0,0,7,0,1,0.0,0,1,1,4
3,1,4,1,7,2,1,0,7,0,10,0,0,1,1,2,0,0.0,0,7,1,0,4,0,1,0.0,1,1,0,0
3,1,2,3,8,3,1,1,10,7,1,21,0,5,4,0,0,0.0,0,9,0,0,3,0,0,0.0,1,1,3,1
3,0,2,2,0,10,1,1,10,5,4,12,0,0,1,3,3,3.0,0,0,0,0,10,0,1,0.0,0,2,1,0
3,2,3,3,4,10,1,1,12,0,3,37,0,0,4,2,0,0.0,0,7,0,0,7,0,4,0.0,0,1,0,0
3,0,3,3,11,10,1,2,7,10,0,13,0,0,8,1,2,1.0,0,3,1,0,11,0,1,0.0,0,2,3,0
3,1,1,3,7,0,1,2,10,0,2,8,0,1,4,4,0,0.0,0,3,0,0,12,0,1,0.0,3,2,0,0
3,8,1,0,7,10,0,2,8,4,7,30,0,0,4,2,0,0.0,0,10,0,0,9,0,3,0.0,0,1,0,0
3,6,4,3,3,10,0,2,9,0,4,14,0,1,2,3,0,0.0,0,8,1,0,3,0,1,0.0,1,5,0,3
3,7,3,5,13,10,1,2,3,0,2,8,0,0,2,4,0,0.0,1,11,1,0,4,0,1,0.0,0,1,0,0
3,6,0,3,9,10,0,0,9,2,5,35,0,0,12,0,0,0.0,4,0,0,0,9,0,0,0.0,1,0,0,0
3,0,1,2,4,10,0,1,8,0,2,8,0,0,5,3,0,0.0,0,7,1,0,11,0,3,0.0,0,2,0,0
3,3,2,1,3,10,0,2,10,0,8,11,0,0,4,1,0,0.0,0,0,0,0,5,0,0,0.0,0,1,1,0
3,0,2,2,13,10,0,2,9,0,6,7,0,2,3,2,0,0.0,0,5,0,0,7,0,3,0.0,0,2,3,0
3,2,2,1,8,10,2,0,11,0,6,3,0,0,1,2,0,0.0,0,0,0,0,4,0,0,0.0,1,4,3,0
3,5,1,3,2,10,0,1,10,0,2,8,0,0,3,3,0,0.0,0,4,0,0,6,0,2,0.0,0,3,3,1
5,2,3,3,9,9,2,1,10,0,7,42,0,0,8,3,0,0.0,0,3,0,0,9,0,1,0.0,0,2,4,1
3,1,1,3,11,3,1,1,8,0,1,6,0,0,5,0,0,0.0,0,5,1,0,11,0,1,0.0,0,0,1,0
3,3,2,3,8,3,0,0,1,2,0,13,0,0,6,1,0,0.0,0,4,1,0,8,4,1,0.0,0,1,0,0
5,6,3,1,0,3,0,2,8,0,4,20,0,0,2,1,0,0.0,0,9,1,0,8,0,1,0.0,1,1,0,0
3,2,3,1,9,6,1,0,6,0,3,8,0,0,7,1,0,0.0,0,2,1,0,4,0,1,0.0,0,0,0,0
3,2,0,1,4,0,1,0,9,4,0,18,0,0,8,3,0,0.0,0,0,1,0,8,0,1,0.0,2,0,2,2
3,3,0,1,0,10,1,0,6,0,3,7,0,0,2,2,0,0.0,0,5,0,0,10,6,3,0.0,0,1,3,4
3,1,1,3,4,10,0,1,9,0,4,16,0,0,3,1,0,0.0,0,5,0,0,12,0,2,0.0,0,0,0,0
3,1,2,1,11,10,1,1,10,4,2,4,0,0,3,2,1,1.0,0,5,1,0,2,0,3,0.0,1,1,3,0
3,2,2,3,10,10,2,0,11,4,5,8,0,0,6,2,1,1.0,0,6,0,0,12,0,1,0.0,0,3,0,0
3,1,2,3,8,10,1,2,8,5,2,13,0,0,6,0,0,0.0,0,9,1,0,9,0,0,0.0,0,0,3,0
3,2,1,3,9,10,1,1,10,0,5,35,0,0,1,2,1,0.0,0,6,0,0,5,0,2,0.0,1,1,0,0
5,3,4,3,6,7,0,2,6,0,2,14,0,0,3,1,0,0.0,0,9,1,0,1,0,3,0.0,0,2,0,0
3,2,2,3,2,10,1,0,9,0,2,26,0,0,4,3,0,0.0,0,5,0,0,4,0,5,0.0,0,3,0,0
3,1,0,3,4,4,1,0,9,0,4,26,0,0,4,2,0,0.0,0,10,0,0,10,0,1,0.0,2,3,3,0
5,3,1,0,10,7,0,1,8,4,2,2,0,2,1,2,0,0.0,0,0,0,0,4,0,0,0.0,0,0,0,0
3,1,0,1,6,10,1,2,7,0,6,8,0,0,5,2,0,0.0,0,2,1,0,1,0,1,0.0,1,2,3,0
5,1,1,3,13,10,2,2,3,8,0,14,0,0,6,1,0,0.0,1,0,1,0,5,2,1,0.0,0,1,0,0
3,0,2,3,4,2,1,0,8,3,0,13,0,15,6,3,0,0.0,0,1,1,0,9,0,0,0.0,4,0,0,0
3,4,1,1,13,10,0,1,9,0,4,44,0,1,1,1,0,0.0,0,6,1,0,8,0,1,0.0,1,2,0,0
3,4,1,1,12,3,1,1,8,4,3,21,0,0,2,0,0,0.0,0,7,0,0,8,0,1,0.0,0,1,1,0
3,11,4,3,11,10,0,2,9,5,3,21,0,0,1,1,2,1.0,0,2,0,0,1,0,1,0.0,0,1,0,0
3,3,0,3,6,4,1,1,9,0,0,14,0,4,5,1,0,0.0,0,6,0,0,10,0,2,0.0,0,1,3,0
5,4,4,1,9,8,0,2,6,5,9,39,0,0,1,4,1,1.0,0,6,0,0,11,0,2,0.0,3,1,5,0
3,2,2,0,0,0,1,1,8,0,3,8,0,0,5,2,0,0.0,0,8,1,0,1,0,1,0.0,0,1,3,0
5,4,1,1,2,0,0,1,8,0,1,15,0,0,1,2,0,0.0,1,4,0,0,10,0,1,0.0,2,1,4,0
3,1,1,1,0,0,0,0,9,4,0,19,0,0,6,4,0,0.0,0,5,1,0,9,0,0,0.0,4,0,3,0
3,2,1,3,6,10,0,0,7,4,3,8,0,0,2,1,1,1.0,0,7,1,0,2,0,1,0.0,0,3,3,1
3,1,3,3,3,0,1,1,9,0,3,8,0,0,4,2,0,0.0,0,7,1,0,9,0,2,0.0,0,1,3,0
3,2,1,1,4,4,1,1,11,0,0,3,0,0,5,2,0,0.0,0,3,0,0,3,0,2,0.0,0,1,3,0
5,4,1,4,9,10,0,2,6,0,8,0,0,1,2,1,1,1.0,0,6,1,0,12,0,2,0.0,1,0,0,2
5,7,3,3,3,10,0,1,9,0,7,14,0,0,4,2,0,0.0,0,8,0,0,5,0,3,0.0,2,3,0,0
3,4,1,3,3,10,1,0,7,4,2,2,0,0,4,0,0,0.0,0,6,0,0,3,0,0,0.0,0,0,0,1
3,5,0,3,4,6,0,2,5,5,7,42,0,0,3,1,0,0.0,0,1,1,0,6,11,1,0.0,0,1,2,0
3,0,2,3,0,10,0,0,6,0,6,8,0,2,3,1,0,0.0,0,8,1,0,10,0,1,0.0,0,1,2,0
3,0,2,1,7,0,0,0,9,4,4,24,0,0,3,2,0,0.0,0,4,0,0,8,0,1,0.0,0,1,1,0
5,3,4,3,10,10,1,0,12,0,0,13,0,0,2,2,0,0.0,0,5,0,0,2,0,3,0.0,0,3,0,0
5,4,2,5,2,6,0,0,9,0,3,36,0,0,7,2,0,0.0,0,5,0,0,9,0,1,0.0,1,1,3,0
3,1,0,1,10,1,0,1,10,0,0,19,0,0,4,4,1,1.0,0,1,0,0,4,0,3,0.0,1,4,0,1
3,10,5,4,6,10,0,1,8,4,0,25,0,0,4,4,0,0.0,0,8,1,0,7,0,5,0.0,0,3,2,6
3,2,0,3,0,0,1,1,5,0,2,8,0,0,4,1,0,0.0,0,9,1,0,1,0,1,0.0,0,1,2,1
3,4,0,2,13,0,1,0,7,0,2,9,0,0,2,2,0,0.0,0,8,1,0,2,0,0,0.0,1,1,1,2
3,1,2,3,13,7,1,1,10,5,1,23,0,0,5,1,0,0.0,0,4,0,0,11,0,2,0.0,0,0,0,0
3,3,0,1,11,2,1,0,9,0,1,10,0,0,3,4,1,1.0,0,3,0,0,7,0,5,0.0,3,2,0,0
3,2,5,1,13,10,0,1,11,4,8,13,0,0,3,4,1,0.0,0,7,1,0,4,0,6,0.0,0,4,0,0
5,2,3,3,2,5,0,0,7,0,1,9,0,0,0,1,0,0.0,0,8,0,0,12,0,1,0.0,0,1,3,4
3,3,1,2,10,10,2,0,6,0,9,20,0,0,1,1,0,0.0,0,10,1,0,1,0,1,0.0,0,1,3,0
3,0,1,2,10,10,0,1,9,0,2,3,0,0,2,0,1,0.0,0,7,0,0,11,0,0,0.0,1,1,0,0
3,1,1,3,9,10,0,1,7,0,0,14,0,0,2,2,0,0.0,0,2,1,0,9,0,3,0.0,0,2,0,0
3,2,1,1,8,3,0,1,7,0,9,45,0,0,4,2,0,0.0,0,6,1,0,5,0,1,0.0,1,1,3,1
3,3,3,0,3,3,1,1,9,0,4,8,0,0,4,2,0,0.0,0,9,0,0,11,0,2,0.0,0,1,3,0
3,1,0,0,4,10,1,2,10,0,1,12,0,0,2,2,0,0.0,0,4,1,0,1,0,1,0.0,0,2,0,0
3,2,2,4,13,2,1,2,6,12,0,13,0,0,2,3,0,0.0,0,10,1,0,12,0,1,0.0,4,1,0,0
3,0,0,3,2,10,0,1,3,0,11,16,0,0,10,1,0,0.0,0,2,1,0,6,0,1,0.0,0,1,0,0
3,2,1,3,8,10,0,1,10,4,2,8,0,1,2,2,0,0.0,0,5,1,0,10,0,1,0.0,0,0,1,0
3,1,2,3,11,0,1,0,6,0,8,40,0,0,2,0,0,0.0,0,6,1,0,2,0,0,0.0,0,0,3,1
3,4,2,0,2,1,0,1,9,2,2,3,0,2,2,0,2,0.0,0,3,0,0,5,0,1,0.0,1,0,0,0
3,3,1,0,2,2,2,0,7,0,7,36,0,2,2,2,0,0.0,0,9,1,0,4,0,1,0.0,1,3,2,0
3,8,2,1,8,2,0,2,8,4,1,8,0,0,2,1,0,0.0,0,12,1,0,8,0,2,0.0,0,0,0,2
3,4,2,1,1,10,0,0,8,0,5,44,0,0,5,2,1,1.0,0,4,0,0,3,0,2,0.0,0,1,2,3
5,4,2,3,10,10,0,2,8,0,6,45,0,0,1,2,0,0.0,0,6,1,0,12,0,1,0.0,0,1,0,6
3,3,2,1,4,10,1,1,9,0,0,13,0,1,7,4,4,1.0,0,7,0,0,5,0,5,0.0,0,3,0,0
3,1,2,1,9,2,1,1,10,0,4,30,0,1,5,0,0,0.0,0,7,0,0,11,0,1,0.0,0,0,0,0
3,2,1,1,4,7,0,0,7,0,1,7,0,0,6,3,0,0.0,0,6,0,0,11,0,1,0.0,2,1,3,1
